show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Data_Quality_Notes
s356,Movie,Thelincolnlawyer,Bradfurman,"Matthewmcconaughey,Joshlucas,Ryanphillippe,Johnleguizamo,Michaelpe„±A,Bryancranston,Bobgunton,Williamh.Macy,Marisatomei,Francesfisher",Unitedstates,1-Aug-21,2011,R,118min,"Dramas,Thrillers",Astreet-wisedefenselawyerwhooperatesoutofthebackseatofhisLincolnlandsahigh-profilecasethatsoonputshimandhisfamilyindanger.,"Text cleaned, spaces removed, duplicates handled"
s357,Movie,Thelosers,Sylvainwhite,"Jeffreydeanmorgan,Zoesaldana,Chrisevans,Idriselba,Columbusshort,√ìScarjaenada,Jasonpatric,Holtmccallany,Petermacdissi,Peterfrancisjames","Unitedstates,France",1-Aug-21,2010,PG-13,97min,Action&Adventure,"Afterasearch-and-destroymissionleadstobetrayal,aneliteblackopssquadseeksrevenge.Buttheymustremaindeepundercovertoeventhescore.","Text cleaned, spaces removed, duplicates handled"
s358,Movie,Themachinist,Bradanderson,"Christianbale,Jenniferjasonleigh,Aitanas„°Nchez-Gij„≥N,Johnsharian,Michaelironside,Lawrencegilliardjr.,Rege.Cathey,Annamassey,Matthewromero,Robertlong,Colinstinton,Craigstevenson","Spain,France,Unitedkingdom,Unitedstates",1-Aug-21,2004,R,102min,"Dramas,Independentmovies,Thrillers","Hauntedandgauntafteraprolongedboutofinsomnia,factoryworkerTrevorReznikbeginstoquestionhissanityamidaseriesofmysteriousevents.","Text cleaned, spaces removed, duplicates handled"
s359,Movie,Thenet,Irwinwinkler,"Sandrabullock,Jeremynortham,Dennismiller,Dianebaker,Wendygazelle,Kenhoward,Raymckinnon,Danielschorr,L.Scottcaldwell,Robertgossett",Unitedstates,1-Aug-21,1995,PG-13,114min,Thrillers,"Acomputeranalystbecomesatargetaftershestumblesontoaconspiracyviaamysteriousfloppydisk,forcinghertogoontheruntoclearhername.","Text cleaned, spaces removed, duplicates handled"
s360,Movie,Theoriginalkingsofcomedy,Spikelee,"Steveharvey,D.L.Hughley,Cedrictheentertainer,Berniemac",Unitedstates,1-Aug-21,2000,R,111min,Stand-Upcomedy,"ComediansSteveHarvey,CedrictheEntertainer,D.L.HughleyandBernieMachitthestageinaniconicstand-upconcertdirectedbySpikeLee.","Text cleaned, spaces removed, duplicates handled"
s361,Movie,Valentine'Sday,Garrymarshall,"Jessicaalba,Kathybates,Jessicabiel,Bradleycooper,Ericdane,Patrickdempsey,Hectorelizondo,Jamiefoxx,Jennifergarner,Tophergrace,Annehathaway,Ashtonkutcher,Queenlatifah,Taylorlautner,Georgelopez,Shirleymaclaine,Emmaroberts,Juliaroberts,Taylorswift",Unitedstates,1-Aug-21,2010,PG-13,125min,"Comedies,Romanticmovies",Thetripwiresofmodernloveareexposedinacarouselinvolvingrelationshipsandthesinglelifeonthemostromanticdayoftheyear:February14.,"Text cleaned, spaces removed, duplicates handled"
s362,TVShow,Charmed,,"Madeleinemantock,Sarahjeffery,Meloniediaz,Rupertevans,Ser'Dariusblain,Ellentamaki,Charliegillespie",Unitedstates,31-Jul-21,2021,TV-14,3Seasons,"Tvdramas,Tvsci-Fi&Fantasy","Aftertheirmother‚Äôstragicdeath,atrioofsistersbondovertheirnewfoundpowers,vanquishdemonsandbandtogethertodefendtheirmagicallegacy.","Text cleaned, spaces removed, duplicates handled"
s363,Movie,Thelostcaf„©,Kennethgyang,"Tundealadese,Omattaudalor,Terjelien,Annnjemanze,Anderslidinhansen,Jennybonden,Belindaeffah,Anitadaniels,Siljedrensgrud,Torbj„∏Rnjensen",,31-Jul-21,2018,TV-14,76min,"Dramas,Internationalmovies",AnaspiringfilmmakergrappleswithherdecisiontostudyabroadinNorwaywhenshemeetsaninsightfulbutpeculiarownerofacuriouscoffeeshop.,"Text cleaned, spaces removed, duplicates handled"
s364,Movie,Thevault,Jaumebalaguer„≥,"Freddiehighmore,Astridberg„®S-Frisbey,Samriley,Liamcunningham,Jos„©Coronado,Luistosar,Emilioguti„©Rrezcaba,Axelstein,Danielholgu„≠N,Famkejanssen",,31-Jul-21,2021,R,118min,"Action&Adventure,Internationalmovies,Thrillers",AgeniusengineerandhiscrewofamateurthievesplotaschemetoseizealegendarylosttreasurehiddeninafortressbeneaththeBankofSpain.,"Text cleaned, spaces removed, duplicates handled"
s365,TVShow,Centaurworld,,"Kimikoglenn,Meganhilty,Parveshcheena,Chrisdiamantopoulos,Megannicoledong,Jessiemueller,Joshradnor",,30-Jul-21,2021,TV-Y7,1Season,"Kids'Tv,Tvcomedies","Onaquesttoreunitewithhertrustyrider,afearlesswarhorsejourneysthroughawhimsicalworldfilledwithmagic,adventureandsingingcentaurs.","Text cleaned, spaces removed, duplicates handled"
s366,Movie,Eyesofathief,Najwanajjar,"Khaledabolelnaga,Souadmassi,Suhailhaddad,Malakermileh,Maisaabdelhadi,Walidabdulsalam,Nisreenfaour,Areenomari",",France,Algeria",30-Jul-21,2014,TV-14,103min,"Dramas,Independentmovies,Internationalmovies","Afteradecadeinprison,aPalestinianmanwithadarksecretreturnstotheWestBankandsearchesforthedaughterhelostlongago.","Text cleaned, spaces removed, duplicates handled"
s367,TVShow,Glowup,,,Unitedkingdom,30-Jul-21,2021,TV-14,3Seasons,"Britishtvshows,Internationaltvshows,Realitytv","Inthiscompetitionshow,aspiringmakeupartistsnavigatecolorfulchallengestowinacareer-makingopportunityinthebeautyindustry.","Text cleaned, spaces removed, duplicates handled"
s368,Movie,I'Mgladidid,Sel„ßUkmetin,"Metinakp‰±Nar,Demetakba‰ˇ,Umurbugay,Ahmetg„ºLhan,Dikmeng„ºR„ºN,Kandemirkonduk,Perrankutman,Zeyneporal,Nevraserezli,Selmasonat,Suatsungur,FerhanÂûensoy,Cihattamer,Demettaner",,30-Jul-21,2020,TV-14,114min,"Documentaries,Internationalmovies",Glimpseintothelifeanddecades-longcareerofTurkishperformerMetinAkpƒ±narthroughpersonalinterviewswithhimandhiscontemporaries.,"Text cleaned, spaces removed, duplicates handled"
s369,TVShow,Khawatir,,,,30-Jul-21,2009,TV-14,1Season,"Internationaltvshows,Realitytv",SaudimediapersonalityAhmadAlShugairitravelsaroundtheworldonaquestforknowledgeinvariouscitieswhileofferinghispersonalreflections.,"Text cleaned, spaces removed, duplicates handled"
s370,TVShow,Myth&Mogul:Johndelorean,,,,30-Jul-21,2021,TV-14,1Season,"Britishtvshows,Crimetvshows,Docuseries","Intheautomotiveworld,JohnDeLoreanrosefromengineertoexecutivetoicon.Butunderthehoodofhisself-createdlegendliesdarknessanddeceit.","Text cleaned, spaces removed, duplicates handled"
s371,TVShow,Outerbanks,,"Chasestokes,Madelyncline,Madisonbailey,Jonathandaviss,Rudypankow,Charlesesten,Adinaporter,Austinnorth,Drewstarkey",Unitedstates,30-Jul-21,2021,TV-MA,2Seasons,"Tvaction&Adventure,Tvdramas,Teentvshows","Onanislandofhavesandhave-nots,teenJohnBenlistshisthreebestfriendstohuntforalegendarytreasurelinkedtohisfather'sdisappearance.","Text cleaned, spaces removed, duplicates handled"
s372,Movie,Pomegranatesandmyrrh,Najwanajjar,"Yasminealmassri,Ashraffarah,Alisuliman,Hiamabbass,Samiakuzmozbakri,Yosefabuwardeh,Wardehdukwar,Manalawad,Valentinaabu-'Aksa,Walidabdulsalam,Ahmadabusal'Oum,Wardehjubran",,30-Jul-21,2009,TV-14,95min,"Dramas,Independentmovies,Internationalmovies","AfterherhusbandisplacedunderIsraelidetention,aPalestiniannewlywedislefttodealwiththefallout,resortingtoherpassionforDabketocope.","Text cleaned, spaces removed, duplicates handled"
s373,Movie,Rurounikenshin:Thebeginning,Keishiotomo,"Takerusatoh,Kasumiarimura,Isseytakahashi,Nijiromurakami,Masanobuando,Kazukikitamura,Yosukeeguchi",,30-Jul-21,2021,TV-MA,138min,"Action&Adventure,Internationalmovies","Beforehewasaprotector,KenshinwasafearsomeassassinknownasBattosai.ButwhenhemeetsthegentleTomoeYukishiro,hisstorybeginstochange.","Text cleaned, spaces removed, duplicates handled"
s374,Movie,Thelastmercenary,Davidcharhon,"Jean-Claudevandamme,Albanivanov,√âRicjudor,Patricktimsit,Miou-Miou,Assasylla,Samirdecazza,Val„©Riekaprisky,Djimo,Nassimlyes",,30-Jul-21,2021,TV-MA,112min,"Action&Adventure,Comedies,Internationalmovies",Alegendarysecretagent-turned-mercenarycomesoutofhidingtosavethesonhe'snevermet.Learninghowtobeadadmaybehistoughestmissionyet.,"Text cleaned, spaces removed, duplicates handled"
s375,Movie,Flowergirl,Michellebello,"Damilolaadegbite,Chrisattoh,Chukschukwujekwu,Blossomchukwujekwu,Ekuedewor,Bikiyagrahamdouglas",Nigeria,29-Jul-21,2013,TV-PG,94min,"Comedies,Internationalmovies,Romanticmovies","Whenayoungfloristwho'slongdreamedofherweddingdaygetsdumpedbyherboyfriend,shesetsouttowinhimbackwithhelpfromahandsomeactor.","Text cleaned, spaces removed, duplicates handled"
s376,Movie,Resorttolove,Steventsuchida,"Christinamilian,Jaypharoah,Sinquawalls,Tymberleehill,Jerylprescottgallien,Christianipitts,Karenobilom,Alexanderhodge,T.J.Power,Sylvainestrike,Kayneleeharrison",,29-Jul-21,2021,TV-14,102min,"Comedies,Romanticmovies","Reelingfromabrokenheartandcareermeltdown,asingertakesagigataswankyislandresort‚Äîwhereherex-fianc√©happenstobegettingmarried.","Text cleaned, spaces removed, duplicates handled"
s377,TVShow,Transformers:Warforcybertron:Kingdom,,"Jakefoushee,Jasonmarnocha,Linsayrousseau,Joezieja,Franktodaro,Billrogers,Keithsilverstein,Edwardbosco,Tesshogenda,Ryoheikimura,Kikukoinoue,Kazuhikoinoue,Chafurin",,29-Jul-21,2021,TV-Y7,1Season,Animeseries,ThefranticracetolocatetheAllsparkfirstculminatesonastrangeplanetasthefuturecomescrashingthroughtothepresentday.,"Text cleaned, spaces removed, duplicates handled"
s378,Movie,Bartkowiak,Danielmarkowicz,"J„≥ZefpawÂÇOwski,Zofiadomalik,Szymonbobrowski,BartÂÇOmiejtopa,Januszchabior,RafaÂÇZawierucha,Antonipawlicki,CezaryÂukaszewicz,Danutastenka,Janfrycz,Damianmajewski",Poland,28-Jul-21,2021,TV-MA,92min,"Action&Adventure,Internationalmovies","Afterhisbrotherdiesinacarcrash,adisgracedMMAfightertakesoverthefamilynightclub‚Äîandsoonlearnshissibling'sdeathwasn‚Äôtanaccident.","Text cleaned, spaces removed, duplicates handled"
s379,Movie,Fantasticfungi,Louieschwartzberg,,Unitedstates,28-Jul-21,2019,TV-14,81min,Documentaries,"Delveintothemagicalworldoffungi,frommushroomsthatclearoilspillstoundergroundfungalnetworksthathelptreescommunicate.","Text cleaned, spaces removed, duplicates handled"
s380,TVShow,Tattooredo,,,,28-Jul-21,2021,TV-MA,1Season,Realitytv,"Badtattooswalkin.Greattattooswalkout.Topartiststransformtattoodisastersintostunningcover-ups,withdesignschosenbyclients'lovedones.","Text cleaned, spaces removed, duplicates handled"
s381,TVShow,Theflash,Glenwinter,"Grantgustin,Candicepatton,Daniellepanabaker,Carlosvaldes,Tomcavanagh,Jessel.Martin,Neilsandilands,Britneoldford,Daniellenicolet,Keiynanlonsdale,Kimengelbrecht",Unitedstates,28-Jul-21,2021,TV-14,7Seasons,"Crimetvshows,Tvaction&Adventure,Tvsci-Fi&Fantasy",Aforensicsexpertwhowakesfromacomawithamazingnewpowerssquaresoffagainstforcesthreateningthecityinthislive-actionsuperheroromp.,"Text cleaned, spaces removed, duplicates handled"
s382,TVShow,Thesnitchcartel:Origins,,"Juanpablourrego,Sebasti„°Nosorio,Patriciatamayo,Ver„≥Nicavel„°Squez,Mar„≠Acamilaz„°Rate,Nicolesantamar„≠A,Eduardop„©Rez,Julianfarrieta,Gustavoangaritajr.,Carlosmanuelvesga,Helenamallarino,Davidprada,Margaritareyes,Adrianasilva,Laurarodr„≠Guez,Ang„©Licabland„≥N,Maialandaburu,Jes„∫sdelosr„≠Os",,28-Jul-21,2021,TV-MA,1Season,"Crimetvshows,Internationaltvshows,Spanish-Languagetvshows","Overfourdecades,twobrothersinCalijugglefamilyduties,multipleromancesandillegalbusinesses,transformingfrompoorkidstococainekingpins.","Text cleaned, spaces removed, duplicates handled"
s383,TVShow,Allamerican,,"Danielezra,Tayediggs,Samanthalogan,Bre-Z,Gretaonieogou,Monetmazur,Michaelevansbehling,Codychristian,Karimahwestbrook,Jalynhall,Jordanbelfi,Brianalane",Unitedstates,27-Jul-21,2021,TV-14,3Seasons,"Tvdramas,Teentvshows",CultureclashesandbrewingrivalriestestateenfootballplayerfromSouthLosAngeleswhenhe‚ÄôsrecruitedtotheBeverlyHillsHighSchoolteam.,"Text cleaned, spaces removed, duplicates handled"
s384,Movie,Department,Ramgopalvarma,"Amitabhbachchan,Sanjaydutt,Ranadaggubati,Vijayraaz,Abhimanyusingh,Madhushalini,Deepaktijori,Anjanasukhani,Manchulakshmi",India,27-Jul-21,2012,TV-MA,143min,"Action&Adventure,Internationalmovies","Twocopsformataskforcetotakedowntwomobsters,butwhenasinisterpoliticianentersthepicture,dubiousloyaltiesandmotivescometolight.","Text cleaned, spaces removed, duplicates handled"
s385,Movie,Hostagehouse,Davidbenullo,"Jennifertaylor,Justinschilling,Emilysweet,Juliaterranova,Patrickcronen,Richardneil",,27-Jul-21,2021,TV-14,86min,Thrillers,"Arealtorandherdaughtergettakencaptivebytwofugitivecriminalsduringanopenhouse,forcinghertofindcreativewaystoensuretheirsurvival.","Text cleaned, spaces removed, duplicates handled"
s386,TVShow,Howtoselldrugsonline(Fast),,"Maximilianmundt,Danilokamperidis,Lenaklenke,Damianhardung,Leoniewesselow,Lunaschaller,Bjarnem„§Del,Rolandriebeling",Germany,27-Jul-21,2021,TV-MA,3Seasons,"Crimetvshows,Internationaltvshows,Tvcomedies","Towinbackhisex-girlfriend,anerdyteenstartssellingecstasyonlineoutofhisbedroom‚ÄìandbecomesoneofEurope'sbiggestdealers.","Text cleaned, spaces removed, duplicates handled"
s387,TVShow,Mightyexpress,,"Jayhatton,Zoehatz,Meeshacontreras,Dylanshombing,Tylernathan,Leoorgil,Michelaluci,Ianho,Evanlefeuvre,Annickobonsawin","Unitedstates,Canada",27-Jul-21,2021,TV-Y,4Seasons,Kids'Tv,CatcharidewiththeMightyExpress‚Äîateamoftrainsandtheirkidfriendswhoovercometroubleonthetrackswithquickthinkingandteamwork!,"Text cleaned, spaces removed, duplicates handled"
s388,Movie,Mimi,Laxmanutekar,"Kritisanon,Pankajtripathi,Saitamhankar,Manojpahwa,Supriyapathak,Evelynedwards",,27-Jul-21,2021,TV-14,132min,"Comedies,Dramas,Internationalmovies","Anaspiringactressinasmalltownagreestobearachildforavisitingcoupleseekingasurrogatemother,butherexperiencetakesunexpectedturns.","Text cleaned, spaces removed, duplicates handled"
s389,TVShow,Plasticcupboyz:Laughingmymaskoff!,"Royalewatkins,Richschlansker","Joeywells,Will'Spank'Horton,Na'Imlynn",,27-Jul-21,2021,TV-MA,1Season,"Stand-Upcomedy&Talkshows,Tvcomedies",ComedycollectiveThePlasticCupBoyzpouroutthepunchlinesinAtlantaduringatrioofrawandlivelystand-upspecials.,"Text cleaned, spaces removed, duplicates handled"
s390,Movie,Theoperative,Yuvaladler,"Dianekruger,Martinfreeman,Casanvar,Rotemkeinan,Yohananherson","France,Israel,Germany,Unitedstates,Unitedkingdom",27-Jul-21,2019,TV-MA,117min,"Dramas,Internationalmovies,Thrillers","WorkingasaMossadspyassignedtoTehran,Rachelreachesherbreakingpoint.Nowit‚Äôsdangerouslyhardtotellwhosesideshe‚Äôson.","Text cleaned, spaces removed, duplicates handled"
s391,TVShow,Thewalkingdead,,"Andrewlincoln,Stevenyeun,Normanreedus,Chandlerriggs,Melissamcbride,Laurencohan,Danaigurira,Alannamasterson,Sonequamartin-Green,Joshmcdermitt,Christianserratos,Sethgilliam,Rossmarquand,Lenniejames,Emilykinney,Jonbernthal",Unitedstates,26-Jul-21,2019,TV-MA,10Seasons,"Classic&Culttv,Tvaction&Adventure,Tvdramas","Inthewakeofazombieapocalypse,survivorsholdontothehopeofhumanitybybandingtogethertowageafightfortheirownsurvival.","Text cleaned, spaces removed, duplicates handled"
s392,TVShow,Wynonnaearp,,"Melaniescrofano,Shamieranderson,Timrozon,Dominiqueprovost-Chalkley,Michaeleklund,Katherinebarrell,Greglawson,Nataschagirgis","Canada,Unitedstates",26-Jul-21,2020,TV-MA,4Seasons,"Internationaltvshows,Tvaction&Adventure,Tvdramas",TheoutcastdescendantoflawmanWyattEarpteamsupwithanimmortalDocHollidaytoridtheworldofdemonicrevenantsfromtheWildWest.,"Text cleaned, spaces removed, duplicates handled"
s393,Movie,Djangounchained,Quentintarantino,"Jamiefoxx,Christophwaltz,Leonardodicaprio,Kerrywashington,Samuell.Jackson,Waltongoggins,Dennischristopher,Jamesremar,Davidsteen,Danagourrier,Nicholegalicia,Lauracayouette,Atoessandoh,Sammirotibi,Escalantelundy,Donjohnson",Unitedstates,24-Jul-21,2012,R,165min,"Action&Adventure,Dramas","AccompaniedbyaGermanbountyhunter,afreedslavenamedDjangotravelsacrossAmericatofreehiswifefromasadisticplantationowner.","Text cleaned, spaces removed, duplicates handled"
s394,Movie,Asecondchance:Rivals!,Clayglen,"Emilymorris,Stellashute,Evagrados,Indiacolombi,Ninapearce,Adamtuominen,Carmeljohnson,Natashawanganeen,Elysiamarkou,Alexanderlloyd,Amyhandley",Australia,23-Jul-21,2021,PG,91min,"Children&Familymovies,Sportsmovies","Crushedwhenshedoesn'tqualifyfortheOlympics,anow-grownMaddyCornellfindsnewpurposecoachingyounggymnastsgoingupagainstarivalteam.","Text cleaned, spaces removed, duplicates handled"
s395,Movie,Africanamerica,Muzimthembu,"Phumelelemthembu,Anthonygoss,Thamibuti,Makhosazanandlovu,Zandilelujabe,Gontsentshegang,Rogetellis,Bridgetpike,Boipelonokukhanyatau,Jamesraynolds,Njialain,Bonganidlamin",,23-Jul-21,2021,TV-MA,97min,"Dramas,Independentmovies,Internationalmovies",AdisgruntledSouthAfricanwomanleavesherfianc√©andembezzlesmoneyfromherjobtopursueherdreamofbeingaBroadwaystarinNewYorkCity.,"Text cleaned, spaces removed, duplicates handled"
s396,Movie,Bankrolled,Marcosbucay,"Aldoescalante,Ricardopolanco,Nataliat„©Llez,Fabriziosantini,Seojupark,Mar„≠Achac„≥N,Giuseppegamba,Sebasti„°Nzurita",,23-Jul-21,2021,TV-MA,97min,"Comedies,Internationalmovies",Twodirectionlessmillennialbrosgethighandpitchaboldnewsocialjusticeappthatraisesmillions.Thentheyhavetocomeupwiththeapp.,"Text cleaned, spaces removed, duplicates handled"
s397,Movie,Bloodredsky,Peterthorwarth,"Peribaumeister,Alexanderscheer,Kaissetti,Carlkoch,Gordonbrown,Rolandm„∏Ller,Chidiajufo,Kaiivobaulitz,Grahammctavish,Dominicpurcell",,23-Jul-21,2021,TV-MA,123min,"Action&Adventure,Horrormovies,Internationalmovies","Whenagroupofterroristshijacksanovernighttransatlanticflight,amysteriouslyillwomanmustunleashamonstroussecrettoprotectheryoungson.","Text cleaned, spaces removed, duplicates handled"
s398,TVShow,Feelslikeishq,,"Radhikamadan,Amolparashar,Rohitsaraf,Kajolchugh,Tanyamaniktala,Mihirahuja,Simranjehani,Sanjeetabhattacharya,Sabaazaad,Skandthakur,Zaynmariekhan,Neerajmadhav",,23-Jul-21,2021,TV-MA,1Season,"Internationaltvshows,Romantictvshows,Tvcomedies",Shortfilmsfollowyoungadultsastheynavigatethegamutofemotionsthatcomewithfindingromanticconnectioninunexpectedplaces.,"Text cleaned, spaces removed, duplicates handled"
s399,Movie,Kingdom:Ashinofthenorth,Kimseong-Hun,"Giannajun,Parkbyung-Eun,Kimsi-A,Kimroi-Ha,Kookyo-Hwan",,23-Jul-21,2021,TV-MA,94min,"Horrormovies,Internationalmovies,Thrillers","Tragedy,betrayalandamysteriousdiscoveryfuelawoman'svengeanceforthelossofhertribeandfamilyinthisspecialepisodeof""Kingdom.""","Text cleaned, spaces removed, duplicates handled"
s400,TVShow,Mastersoftheuniverse:Revelation,,"Markhamill,Lenaheadey,Chriswood,Sarahmichellegellar,Liamcunningham,Stephenroot,Diedrichbader,Griffinnewman,Tiffanysmith,Henryrollins,Alanoppenheimer,Susaneisenberg,Aliciasilverstone,Justinlong,Jasonmewes,Phillamarr,Tonytodd,Creesummer,Kevinmichaelrichardson,Kevinconroy,Harleyquinnsmith",,23-Jul-21,2021,TV-PG,1Season,"Tvaction&Adventure,Tvsci-Fi&Fantasy","AfteracalamitousbattlefracturesEternia,TeelaandanunlikelyalliancemustpreventtheendoftheUniverseinthissequeltothe‚Äô80sclassic.","Text cleaned, spaces removed, duplicates handled"
s401,TVShow,Revelations:Themastersoftheuniverse:Revelationaftershow,,"Kevinsmith,Tiffanysmith,Robertdavid,Sarahmichellegellar,Chriswood,Liamcunningham,Alanoppenheimer,Lenaheadey,Kevinconroy,Henryrollins,Jasonmewes,Stephenroot,Markhamill",,23-Jul-21,2021,TV-PG,1Season,"Animeseries,Stand-Upcomedy&Talkshows",Takeabehind-the-sceneslookat‚ÄúMastersoftheUniverse:Revelation‚ÄùasshowrunnerKevinSmithandothersinterviewthecastabouttheiriconicroles.,"Text cleaned, spaces removed, duplicates handled"
s402,TVShow,Skyrojo,,"Ver„≥Nicas„°Nchez,Miguel„ngelsilvestre,Asieretxeandia,Laliesp„≥Sito,Yanyprado,Enricauquer,Luiszahera,Carmensantamar„≠A,Ceciliag„≥Mez,Godelivvandenbrandt,Pen„©Lopeguerrero,Luisavides,Nikoverona,Chemaruiz",Spain,23-Jul-21,2021,TV-MA,2Seasons,"Internationaltvshows,Spanish-Languagetvshows,Tvaction&Adventure",Afatalturnofeventsatabrothelsendsthreewomenhauntedbytheirpastsonawildrunfromtheirpimpandhishenchmen.,"Text cleaned, spaces removed, duplicates handled"
s403,Movie,Thelastletterfromyourlover,Augustinefrizzell,"Shailenewoodley,Felicityjones,Callumturner,Joealwyn,Nabhaanrizwan,Ncutigatwa,Emmaappleton,Christianbrassington,Aliceorr-Ewing,Leeknight,Zoeboyle,Bencross,Dianakent",Unitedkingdom,23-Jul-21,2021,TV-MA,111min,"Dramas,Romanticmovies","Afterfindingatroveoflovelettersfrom1965,areportersetsouttosolvethemysteryofasecretaffair‚Äîwhileembarkingonaromanceofherown.","Text cleaned, spaces removed, duplicates handled"
s404,TVShow,Themoviesthatmadeus,,,Unitedstates,23-Jul-21,2021,TV-MA,2Seasons,Docuseries,"Theseblockbustersbroughtustogetherandgaveusthetimeofourlives.Meettheactors,directorsandindustryinsiderswhomadethemhappen.","Text cleaned, spaces removed, duplicates handled"
s405,Movie,9To5:Thestoryofamovement,,,,22-Jul-21,2021,TV-MA,85min,Documentaries,"Inthisdocumentary,femaleofficeworkersin'70sBostoninspirechangewithacallforbetterpay,moreopportunitiesandanendtosexualharassment.","Text cleaned, spaces removed, duplicates handled"
s406,Movie,Chhotabheem-Dinosaurworld,Sidheswarshukla,"Sonalkaushal,Rupabhimani,Julietejwani,Sabinamalik,Jignabharadwaj",,22-Jul-21,2015,TV-Y,65min,Children&Familymovies,"Whenascientisthastroublecaringforhissecretbabydinosaur,hetakesBheemandfriendsbackintimetoreturnthepettoitsnaturalhabitat.","Text cleaned, spaces removed, duplicates handled"
s407,Movie,Chhotabheem-Neelipahaadi,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2013,TV-Y7,64min,Children&Familymovies,"ThingsgetspookywhenBheemandhisbuddiestraveltotheborderofDholakpur,knownforitseeriehistoryandrumoredtobehaunted.","Text cleaned, spaces removed, duplicates handled"
s408,Movie,Chhotabheem&Ganesh,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2009,TV-Y7,68min,Children&Familymovies,"BheemandLordGaneshajoinforcestosaveDholakpurfromfire-spittingdragons,whohavealsocapturedGanesh‚Äôsmousecompanion!","Text cleaned, spaces removed, duplicates handled"
s409,Movie,Chhotabheem&Krishna:Mayanagari,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2011,TV-Y7,67min,Children&Familymovies,YounglordKrishnahasfallenfordemonessMaayandri‚Äôsrevengeplotagainsthim!CanBheemrescuehimandthwartMaayandri‚Äôsotherdestructiveplans?,"Text cleaned, spaces removed, duplicates handled"
s410,Movie,Chhotabheem&Krishna:Pataliputra-Cityofthedead,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Arunshekher,Sanchitwartak",,22-Jul-21,2010,TV-Y7,66min,Children&Familymovies,KrishnaneedsBheem‚Äôshelp:TheruinedcityofPataliputrahasbeencursed!Canthefriendsdowhatittakestobringlightbackintothistown?,"Text cleaned, spaces removed, duplicates handled"
s411,Movie,Chhotabheemandthebrokenamulet,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",India,22-Jul-21,2013,TV-Y7,64min,Children&Familymovies,"Whenastrangertriestostealanamuletfromthepalace,BheemlearnsthesadstorybehindtheornamentandheadstoAfricatodefeattherealvillain.","Text cleaned, spaces removed, duplicates handled"
s412,Movie,Chhotabheemandthecrownofvalhalla,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2013,TV-Y7,64min,Children&Familymovies,"TosavethekingdomofValhallafrominvasionbyVikings,Bheemisgatheringhisarmyoffriends,whoarereadytoputupaformidablefight!","Text cleaned, spaces removed, duplicates handled"
s413,Movie,Chhotabheemandtheincanadventure,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2013,TV-Y7,65min,Children&Familymovies,"WhenDholakpur‚Äôsprincessiskidnapped,BheemisofftothelandoftheIncastosaveher,buthe‚Äôsinforanevenbiggerchallengeuponhisarrival.","Text cleaned, spaces removed, duplicates handled"
s414,Movie,Chhotabheemandtheshinobisecret,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2013,TV-Y7,64min,Children&Familymovies,"Afterlearningofasamuraivillageunderthreatbytheirownemperor,BheemsetsoffforJapantoofferhishelp.","Text cleaned, spaces removed, duplicates handled"
s415,Movie,Chhotabheemaurhanuman,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Mousam,Swapnil",,22-Jul-21,2012,TV-Y7,68min,Children&Familymovies,"Whentwoevilentitieskidnapaprincessinaplottobuildanewkingdom,BheemtakesthemonwiththehelpofthecourageousmonkeygodHanuman.","Text cleaned, spaces removed, duplicates handled"
s416,Movie,Chhotabheemaurkrishna,Rajivchilaka,"Vatsaldubey,Julietejwani,Rupabhimani,Jignabhardwaj,Rajeshkava,Arunshekher,Sanchitwartak",India,22-Jul-21,2009,TV-Y7,68min,Children&Familymovies,"Centuriesaftertheendofaconqueror'srule,heismysteriouslybackfromthedead.It‚ÄôsuptoBheemtosaveDholakpurfrombeingtakenover!","Text cleaned, spaces removed, duplicates handled"
